,molecule_chembl_id,valor_bioactividad,canonical_smiles,Peso_Molecular,LogP,Num_Donadores_H,Num_Aceptores,pIC50
136,CHEMBL820654,inactivo,CCCCCCCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,414.4600000000002,6.985400000000008,0.0,6.0,4.301029995663981
137,CHEMBL820654,inactivo,CCC(P(=O)(O)O)P(=O)(O)O,204.05499999999998,0.07789999999999975,4.0,2.0,4.0
138,CHEMBL820654,inactivo,CCCCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,372.37900000000013,5.815100000000006,0.0,6.0,4.301029995663981
139,CHEMBL820654,inactivo,CCCCCCC(P(=O)(O)O)P(=O)(O)O,260.16299999999995,1.6383,4.0,2.0,4.154901959985743
140,CHEMBL820654,inactivo,CCCC(P(=O)(O)O)P(=O)(O)O,218.082,0.4679999999999998,4.0,2.0,4.0
141,CHEMBL818116,activo,CCCCN(CCCC)CCCNC(=O)CCCCC1=C(CCCCC(=O)NCCCN(CCCC)CCCC)C(=O)c2c(O)cccc2C1=O,711.0450000000002,8.00560000000001,3.0,7.0,6.221848749616356
142,CHEMBL812088,inactivo,N=C(NO)c1ccc(-c2ccc(-c3ccc(/C(N)=N/O)nc3)o2)cn1,338.32700000000006,1.80227,5.0,7.0,4.6777807052660805
143,CHEMBL812088,inactivo,N/C(=N\O)c1ccc(-c2ccc(-c3ccc(/C(N)=N\O)cn3)o2)nc1,338.327,1.5925999999999998,4.0,7.0,4.253365801062421
144,CHEMBL812088,inactivo,CO/N=C(\N)c1ccc(-c2ccc(-c3ccc(/C(N)=N/OC)cn3)o2)cc1,365.3930000000001,2.5420000000000007,2.0,6.0,4.430626090384954
145,CHEMBL812088,activo,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1,304.353,3.1817400000000005,4.0,3.0,8.346787486224656
146,CHEMBL812088,inactivo,N=C(NO)c1ccc(-c2ccc(-c3ccc(/C(N)=N/O)nc3)o2)cc1,337.33900000000006,2.4072700000000005,5.0,6.0,3.6989700043360187
147,CHEMBL812088,inactivo,N=C(NO)c1ccc(-c2ccc(-c3ccc(/C(N)=N/O)cn3)o2)cc1,337.33900000000006,2.4072700000000005,5.0,6.0,3.9208187539523753
148,CHEMBL812088,inactivo,CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)nc3)o2)cn1,366.3810000000001,2.3563400000000003,4.0,7.0,4.718966632752273
149,CHEMBL812088,activo,N=C(N)c1ccc(Cc2ccc(-c3ccc(C(=N)N)nc3)o2)cc1,319.36800000000005,2.500540000000001,4.0,4.0,6.8326826652518236
150,CHEMBL818116,inactivo,CC1=CC(=O)c2ccccc2C1=O,172.18299999999996,2.0119000000000002,0.0,2.0,4.259637310505756
151,CHEMBL818116,activo,CCCCN(CCCC)CCCNC(=O)CCCCC1=C(C)C(=O)c2cccc(O)c2C1=O,456.6270000000002,5.056600000000006,2.0,5.0,6.522878745280337
152,CHEMBL812088,activo,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)nc3)o2)cn1,306.329,1.97174,4.0,5.0,8.154901959985743
153,CHEMBL812088,activo,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cn3)o2)cc1,305.341,2.576740000000001,4.0,4.0,8.154901959985743
154,CHEMBL812088,inactivo,N=C(NO)c1ccc(-c2ccc(-c3ccc(/C(N)=N\O)cc3)s2)nc1,353.40700000000004,2.87577,5.0,6.0,3.728158393463501
155,CHEMBL812088,inactivo,CO/N=C(\N)c1ccc(-c2ccc(-c3ccc(/C(N)=N/OC)cn3)o2)nc1,366.3810000000001,1.9370000000000003,2.0,7.0,4.954677021213342
156,CHEMBL818116,inactivo,CC1=CC(=O)c2c(O)cccc2C1=O,188.182,1.7175,1.0,3.0,4.552841968657781
157,CHEMBL812088,activo,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.42699999999996,2.8828400000000007,4.0,4.0,8.657577319177793
158,CHEMBL812088,inactivo,N=C(NO)c1cccc(-c2ccc(-c3ccc(/C(N)=N\O)cn3)o2)c1,337.339,2.4072700000000005,5.0,6.0,4.876148359032914
159,CHEMBL812088,activo,N=C(N)c1ccc(-c2ccc(-c3cccc(C(=N)N)c3)o2)nc1,305.341,2.576740000000001,4.0,4.0,7.39040559077478
160,CHEMBL812088,activo,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)nc3)o2)cc1,305.341,2.576740000000001,4.0,4.0,8.508638306165727
161,CHEMBL812088,activo,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cn3)o2)nc1,306.329,1.97174,4.0,5.0,7.6777807052660805
162,CHEMBL818116,activo,CC1=C(CCCCC(=O)NCCCNCCCNC(=O)CCCCC2=C(C)C(=O)c3cccc(O)c3C2=O)C(=O)c2c(O)cccc2C1=O,671.7910000000004,4.912000000000005,5.0,9.0,6.301029995663981
163,CHEMBL815219,activo,CCCCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,356.51400000000007,4.751300000000002,2.0,5.0,6.0
164,CHEMBL815219,inactivo,CCCOc1cccc(Cc2cnc(N)nc2N)c1,258.32499999999993,2.0206,2.0,5.0,4.886056647693163
165,CHEMBL815219,inactivo,CC(C)Oc1cccc(Cc2cnc(N)nc2N)c1,258.32499999999993,2.019,2.0,5.0,4.853871964321762
166,CHEMBL815219,inactivo,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.32300000000004,1.2575999999999998,2.0,7.0,3.8297382846050425
167,CHEMBL815219,inactivo,CCOc1ccc(Cc2cnc(N)nc2N)cc1,244.298,1.6304999999999998,2.0,5.0,4.619788758288394
